id,source,target,type
13061,12195,5003,held in
13062,12196,5003,held in
13063,12197,5003,held in
13064,12198,5003,held in
13065,12199,5003,held in
13066,12200,5003,held in
13067,12201,5003,held in
13068,12202,5003,held in
13069,12203,5003,held in
13070,12204,5003,held in
13071,12205,5003,held in
13072,12206,5003,held in
13073,12207,5003,held in
13074,12208,5003,held in
13075,12209,5003,held in
13076,12210,5003,held in
13077,12211,5003,held in
13078,12212,5003,held in
13079,12213,5003,held in
13080,12214,5003,held in
13081,12215,5003,held in
13082,12216,5003,held in
13083,12217,5003,held in
13084,12218,5003,held in
13085,12219,5003,held in
13086,12220,5003,held in
13087,12221,5003,held in
13088,12222,5003,held in
13089,12223,5003,held in
13090,12224,5003,held in
13091,12225,5003,held in
13092,12226,5003,held in
13093,12227,5003,held in
13094,12228,5003,held in
13095,12229,5003,held in
13096,12230,5003,held in
13097,12231,5003,held in
13098,12232,5003,copied in
13099,12233,5003,held in
13100,12234,5003,held in
13101,12235,5003,held in
13102,12236,5003,held in
13103,12237,5003,held in
13104,12238,5003,held in
13105,12239,5003,held in
13106,12240,5003,held in
13107,12242,5003,held in
13108,12243,5003,held in
13109,12244,5003,held in
13110,12245,5003,held in
13111,12246,5003,held in
13112,12247,5003,held in
13113,12248,5003,held in
13114,12249,5003,held in
13115,12250,5003,held in
13116,12251,5003,held in
13117,12252,5003,held in
13118,12253,5003,held in
13119,12254,5003,held in
13120,12255,5003,held in
13121,12256,5003,held in
13122,12257,5003,held in
13123,12258,5003,held in
13124,12259,5003,held in
13125,12260,5003,held in
13126,12261,5003,held in
13127,12262,5003,held in
13128,12263,5003,held in
13129,12264,5003,held in
13130,12265,5003,held in
13131,12266,5003,held in
13132,12267,5003,held in
13133,12268,5003,held in
13134,12269,5003,held in
13135,12270,5003,held in
13136,12271,5003,held in
13137,12272,5003,held in
13138,12273,5003,held in
13139,12274,4932,held in
13140,12275,4932,held in
13141,12276,4932,held in
13142,12277,4932,held in
13143,12278,4932,held in
13144,12279,4932,held in
13145,12280,4932,held in
13146,12281,4932,held in
13147,12282,4932,held in
13148,12283,4932,held in
13149,12284,4932,held in
13150,12285,4932,held in
13151,12286,4932,held in
13152,12287,4932,held in
13153,12288,5003,held in
13154,12289,5003,held in
13155,12290,5003,held in
13156,12291,5003,held in
13157,12292,5003,held in
13158,12293,5003,held in
13159,12294,5003,held in
13160,12295,5003,held in
13161,12296,5003,held in
13162,12297,5003,held in
13163,12298,5003,held in
13164,12299,5003,held in
13165,12300,5003,held in
13166,12301,4932,held in
13167,12302,4932,held in
13168,12303,4932,held in
13169,12304,4932,held in
13170,12305,4932,held in
13171,12306,4932,held in
13172,12307,4932,held in
13173,12308,5003,held in
13174,12309,5003,held in
13175,12310,5003,held in
13176,12311,5003,held in
13177,12312,5003,held in
13178,12313,5003,held in
13179,12314,5003,held in
13180,12315,5003,held in
13181,12316,5003,held in
13182,12317,5003,held in
13183,12318,4932,held in
13184,12319,4932,held in
13185,12320,4932,held in
13186,12321,4932,held in
13187,12322,5003,held in
13188,12323,5003,held in
13189,12324,5003,held in
13190,12325,5003,held in
13191,12326,5003,held in
13192,12327,5003,held in
13193,12328,5003,held in
13194,12329,4932,held in
13195,12330,4932,held in
13196,12331,4932,held in
13197,12332,4932,held in
13198,12333,4932,held in
13199,12334,5003,held in
13200,12335,5003,held in
13201,12336,5003,held in
13202,12337,5003,held in
13203,12338,5003,held in
13204,12339,5003,held in
13205,12340,4932,held in
13206,12341,4932,held in
13207,12342,4932,held in
13208,12343,4932,held in
13209,12344,4932,held in
13210,12345,4932,held in
13211,12346,5003,held in
13212,12347,5003,held in
13213,12348,5003,held in
13214,12349,5003,held in
13215,12350,5003,held in
13216,12351,5003,held in
13217,12352,5003,held in
13218,12353,5003,held in
13219,12354,5003,held in
13220,12355,5003,held in
13221,12356,5003,held in
13222,12357,5003,held in
13223,12358,5003,held in
13224,12359,5003,held in
13225,12360,5003,held in
13226,12361,5003,held in
13227,12362,5003,held in
13228,12363,5003,held in
13229,12364,5003,held in
13230,12365,5003,held in
13231,12366,5003,held in
13232,12367,5003,held in
13233,12368,5003,held in
13234,12369,5003,held in
13235,12370,5003,held in
13236,12371,5003,held in
13237,12372,5003,held in
13238,12373,5003,held in
13239,12374,5003,held in
13240,12375,5003,held in
13241,12376,5003,held in
13242,12377,5003,held in
13243,12378,5003,held in
13244,12379,4932,held in
13245,12380,4932,held in
13246,12381,4932,held in
13247,12382,4932,held in
13248,12383,4932,held in
13249,12384,4932,held in
13250,12385,4932,held in
13251,12386,5003,held in
13252,12387,5003,held in
13253,12388,5003,held in
13254,12389,4932,held in
13255,12390,4932,held in
13256,12391,4932,held in
13257,12392,5003,held in
13258,12393,5003,held in
13259,12394,5003,held in
13260,12395,5003,held in
13261,12396,5003,held in
13262,12397,5003,held in
13263,12398,5003,held in
13264,12399,5003,held in
13265,12400,5003,held in
13266,12401,5003,held in
13267,12402,5003,held in
13268,12403,5003,held in
13269,12404,5003,held in
13270,12405,5003,held in
13271,12406,5003,held in
13272,12407,5003,held in
13273,12408,5003,held in
13274,12409,5003,held in
13275,12410,5003,held in
13276,12411,5003,held in
13277,12412,5003,held in
13278,12413,5003,held in
13279,12414,5003,held in
13280,12415,5003,held in
13281,12416,5003,held in
13282,12417,5003,held in
13283,12418,5003,held in
13284,12419,5003,held in
13285,12420,5003,held in
13286,12421,5003,held in
13287,12422,5003,held in
13288,12423,5003,held in
13289,12424,5003,held in
13290,12425,5003,held in
13291,12426,5003,held in
13292,12427,5003,held in
13293,12428,4932,held in
13294,12429,4932,held in
13295,12430,4932,held in
13296,12431,4932,held in
13297,12432,5003,held in
13298,12433,4932,held in
13299,12434,5003,held in
13300,12435,4932,held in
13301,12436,4932,held in
13302,12437,4932,held in
13303,12438,4932,held in
13304,12439,4932,held in
13305,12440,4932,held in
13306,12441,4932,held in
13307,12442,4932,held in
13308,12443,4932,held in
13309,12444,4932,held in
13310,12445,4932,held in
13311,12446,5003,held in
13312,12447,5003,held in
13313,12448,5003,held in
13314,12449,5003,held in
13315,12450,5003,held in
13316,12451,5003,held in
13317,12452,5003,held in
13318,12453,5003,held in
13319,12454,5003,held in
13320,12455,5003,held in
13321,12456,5003,held in
13322,12457,5003,held in
13323,12458,5003,held in
13324,12459,5003,held in
13325,12460,5003,held in
13326,12461,5003,held in
13327,12462,5003,held in
13328,12463,5003,held in
13329,12464,5003,held in
13330,12465,5003,held in
13331,12466,4932,held in
13332,12467,4932,held in
13333,12468,4932,held in
13334,12469,5003,held in
13335,12470,4932,held in
13336,12471,4932,held in
13337,12472,4932,held in
13338,12473,4932,held in
13339,12474,4932,held in
13340,12475,4932,held in
13341,12476,4932,held in
13342,12476,5010,copied in
13343,12477,4932,held in
13344,12478,4932,held in
13345,12479,4932,held in
13346,12480,4932,held in
13347,12481,4932,held in
13348,12482,5003,held in
13349,12483,5011,held in
13350,12484,4932,held in
13351,12485,5011,held in
13352,12486,5011,held in
13353,12487,5011,held in
13354,12488,4932,held in
13355,12489,4932,held in
13356,12490,4932,held in
13357,12491,4932,held in
13358,12492,5011,held in
13359,12493,5011,held in
13360,12494,5011,held in
13361,12495,5011,held in
13362,12496,5011,held in
13363,12497,5011,held in
13364,12498,5011,held in
13365,12499,5011,held in
13366,12500,5011,held in
13367,12501,5011,held in
13368,12502,4932,held in
13369,12503,4932,held in
13370,12504,5011,held in
13371,12505,5011,held in
13372,12506,5011,held in
13373,12507,5011,held in
13374,12508,5011,held in
13375,12509,5011,held in
13376,12510,5011,held in
13377,12511,5011,held in
13378,12512,5011,held in
13379,12513,5011,held in
13380,12514,5011,held in
13381,12515,5011,held in
13382,12516,5001,held in
13383,12517,5011,held in
13384,12518,4932,held in
13385,12519,5011,held in
13386,12520,4932,held in
13387,12521,4932,held in
13388,12522,4932,held in
13389,12523,5011,held in
13390,12524,5011,held in
13391,12525,5011,held in
13392,12526,5011,held in
13393,12527,4932,held in
13394,12528,4932,held in
13395,12529,4932,held in
13396,12530,4932,held in
13397,12531,4932,held in
13398,12532,4932,held in
13399,12533,4932,held in
13400,12534,4932,held in
13401,12535,4932,held in
13402,12536,4932,held in
13403,12537,4932,held in
13404,12538,4932,held in
13405,12539,4932,held in
13406,12540,5011,held in
13407,12541,5011,held in
13408,12542,5011,held in
13409,12543,5011,held in
13410,12544,5011,held in
13411,12545,5011,held in
13412,12546,5011,held in
13413,12547,5011,held in
13414,12548,5011,held in
13415,12549,5011,held in
13416,12550,4932,held in
13417,12551,4932,held in
13418,12552,4932,held in
13419,12553,4932,held in
13420,12554,4932,held in
13421,12555,4932,held in
13422,12556,4932,held in
13423,12557,4932,held in
13424,12558,4932,held in
13425,12559,4932,held in
13426,12560,4932,held in
13427,12561,4932,held in
13428,12562,4932,held in
13429,12563,4932,held in
13430,12564,4932,held in
13431,12565,4932,held in
13432,12566,4932,held in
13433,12567,4932,held in
13434,12570,4932,held in
13435,12571,4932,held in
13436,12572,4932,held in
13437,12573,4932,held in
13438,12574,4932,held in
13439,12575,4932,held in
13440,12576,4932,held in
13441,12577,4932,held in
13442,12578,4932,held in
13443,12579,4932,held in
13444,12569,5001,held in
13445,12580,5011,held in
13446,12581,5011,held in
13447,12582,5011,held in
13448,12583,5011,held in
13449,12584,4932,held in
13450,12585,5011,held in
13451,12586,4932,held in
13452,12587,4932,held in
13453,12588,4932,held in
13454,12589,4932,held in
13455,12590,5011,held in
13456,12591,5011,held in
13457,12592,5011,held in
13458,12593,5011,held in
13459,12594,4932,held in
13460,12595,5011,held in
13461,12596,4932,held in
13462,12597,4932,held in
13463,12598,5011,held in
13464,12599,4932,held in
13465,12600,5011,held in
13466,12601,5011,held in
13467,12568,5001,held in
13468,12603,4932,held in
13469,12605,4932,held in
13470,12604,5001,held in
13471,12606,5001,held in
13472,12608,5011,held in
13473,12609,5011,held in
13474,12610,5011,held in
13475,12611,4932,held in
13476,12612,4932,held in
13477,12613,4932,held in
13478,12614,5011,held in
13479,12615,4932,held in
13480,12616,4932,held in
13481,12617,4932,held in
13482,12618,4932,held in
13483,12619,4932,held in
13484,12620,4932,held in
13485,12621,5011,held in
13486,12622,4932,held in
13487,12623,4932,held in
13488,12624,5011,held in
13489,12625,5011,held in
13490,12626,5011,held in
13491,12627,4932,held in
13492,12628,4932,held in
13493,12629,4932,held in
13494,12630,4932,held in
13495,12631,4932,held in
13496,12632,4932,held in
13497,10611,4932,held in
13498,10547,4932,held in
13499,10548,4932,held in
13500,10549,4932,held in
13501,10550,4932,held in
13502,10551,4932,held in
13503,12633,5011,held in
13504,12634,5011,held in
13505,12635,5011,held in
13506,10552,4932,held in
13507,10553,4932,held in
13508,12636,4932,held in
13509,12637,5011,held in
13510,12638,4932,held in
13511,12639,4932,held in
13512,12640,5011,held in
13513,12641,5011,held in
13514,12642,4932,held in
13515,12643,4932,held in
13516,12644,4932,held in
13517,12645,5011,held in
13518,12646,5011,held in
13519,12647,5001,held in
13520,12648,5011,held in
13521,12649,5001,held in
13522,12651,5001,held in
13523,12652,5001,held in
13524,12653,5001,held in
13525,12654,5001,held in
13526,12655,5001,held in
13527,12656,5001,held in
13528,12657,5001,held in
13529,12659,5011,held in
13530,12660,5011,held in
13531,12658,4932,held in
13532,12661,4932,held in
13533,12662,4932,held in
13534,12663,4932,held in
13535,12664,4932,held in
13536,12665,4932,held in
13537,12666,4932,held in
13538,12667,4932,held in
13539,12668,5011,held in
13540,12669,5011,held in
13541,12670,5011,held in
13542,12671,5011,held in
13543,12672,5011,held in
13544,12673,5011,held in
13545,12674,4932,held in
13546,12675,4932,held in
13547,12676,4932,held in
13548,12677,4932,held in
13549,12678,5011,held in
13550,12679,4932,held in
13551,12680,4932,held in
13552,12681,4932,held in
13553,12682,4932,held in
13554,12683,4932,held in
13555,12684,4932,held in
13556,12685,4932,held in
13557,12686,4932,held in
13558,12687,4932,held in
13559,12688,4932,held in
13560,12689,4932,held in
13561,12690,4932,held in
13562,12691,4932,held in
13563,12692,4932,held in
13564,12693,4932,held in
13565,12694,4932,held in
13566,12695,4932,held in
13567,12696,4932,held in
13568,12697,4932,held in
13569,12698,4932,held in
13570,12699,5011,held in
13571,12700,4932,held in
13572,12701,4932,held in
13573,12702,5011,held in
13574,12703,5011,held in
13575,12704,5011,held in
13576,12705,5011,held in
13577,12706,5011,held in
13578,12707,5011,held in
13579,12708,5011,held in
13580,12709,5011,held in
13581,12710,5011,held in
13582,12711,5011,held in
13583,12712,5011,held in
13584,12713,5011,held in
13585,10341,7220,contains
13586,10343,7221,contains
13587,10346,7224,contains
13588,10347,7225,contains
13589,10348,7226,contains
13590,10350,7228,contains
13591,10351,7229,contains
13592,10351,7229,contains
13593,10352,7230,contains
13594,10353,7231,contains
13595,10354,7232,contains
13596,10355,7233,contains
13597,10356,7234,contains
13598,10357,7235,contains
13599,10358,7236,contains
13600,10359,7238,contains
13601,10360,7237,contains
13602,10361,7239,contains
13603,10362,7240,contains
13604,10363,7241,contains
13605,10364,7242,contains
13606,10365,7243,contains
13607,10365,7244,contains
13608,10365,7245,contains
13609,10365,7246,contains
13610,10366,7247,contains
13611,10367,7248,contains
13612,10368,7249,contains
13613,10369,7250,contains
13614,10370,7251,contains
13615,10371,7252,contains
13616,10372,7253,contains
13617,10373,7254,contains
13618,10374,7255,contains
13619,10375,7256,contains
13620,10376,7257,contains
13621,10377,7258,contains
13622,10377,7259,contains
13623,10377,7260,contains
13624,10378,7261,contains
13625,10378,7262,contains
13626,10378,7263,contains
13627,10378,7264,contains
13628,10378,7265,contains
13629,10378,7266,contains
13630,10378,7267,contains
13631,10378,7217,contains
13632,10378,7268,contains
13633,10378,7269,contains
13634,10378,7270,contains
13635,10378,7271,contains
13636,10378,7272,contains
13637,10378,7273,contains
13638,10378,7274,contains
13639,10378,7275,contains
13640,10378,7276,contains
13641,10378,7277,contains
13642,10378,7278,contains
13643,10378,7279,contains
13644,10378,7280,contains
13645,10378,7281,contains
13646,10378,7282,contains
13647,10378,7283,contains
13648,10379,7284,contains
13649,10379,7285,contains
13650,10357,7286,contains
13651,10380,7287,contains
13652,10381,7288,contains
13653,10382,7289,contains
13654,10383,7290,contains
13655,10384,7291,contains
13656,10384,7292,contains
13657,10385,7293,contains
13658,10386,7294,contains
13659,10389,7296,contains
13660,10390,7297,contains
13661,10391,7298,contains
13662,10392,7299,contains
13663,10384,7300,contains
13664,10393,7301,contains
13665,10394,7302,contains
13666,10395,7303,contains
13667,10396,7304,contains
13668,10379,7305,contains
13669,10379,7306,contains
13670,10397,7307,contains
13671,10399,7309,contains
13672,10400,7310,contains
13673,10401,7311,contains
13674,10402,7312,contains
13675,10403,7313,contains
13676,10403,7314,contains
13677,10404,7315,contains
13678,10405,7316,contains
13679,10406,7317,contains
13680,10407,7318,contains
13681,10408,7319,contains
13682,10409,7320,contains
13683,10410,7321,contains
13684,10411,7322,contains
13685,10412,7323,contains
13686,10413,7324,contains
13687,10414,7325,contains
13688,10414,7326,contains
13689,10415,7327,contains
13690,10416,7328,contains
13691,10416,7329,contains
13692,10417,7330,contains
13693,10418,7331,contains
13694,10419,7332,contains
13695,10421,7334,contains
13696,10422,7335,contains
13697,10423,7336,contains
13698,10424,7337,contains
13699,10425,7338,contains
13700,10426,7339,contains
13701,10427,7340,contains
13702,10428,7341,contains
13703,10429,7342,contains
13704,10429,7343,contains
13705,10429,7344,contains
13706,10429,7345,contains
13707,10429,7346,contains
13708,10429,7347,contains
13709,10430,7348,contains
13710,10431,7349,contains
13711,10432,7350,contains
13712,10433,7351,contains
13713,10380,7352,contains
13714,10380,7353,contains
13715,10434,7354,contains
13716,10435,7355,contains
13717,10436,7356,contains
13718,10437,7288,contains
13719,10437,7357,contains
13720,10437,7358,contains
13721,10437,7359,contains
13722,10438,7360,contains
13723,10439,7361,contains
13724,10440,7362,contains
13725,10441,7363,contains
13726,10442,7364,contains
13727,10443,7365,contains
13728,10444,7366,contains
13729,10445,7367,contains
13730,10446,7369,contains
13731,10447,7370,contains
13732,10448,7371,contains
13733,10449,7372,contains
13734,10450,7373,contains
13735,10451,7374,contains
13736,10452,7375,contains
13737,10453,7376,contains
13738,10454,7377,contains
13739,10455,7378,contains
13740,10456,7379,contains
13741,10457,7380,contains
13742,10458,7381,contains
13743,10432,7382,contains
13744,10459,7383,contains
13745,10460,7384,contains
13746,10460,7295,contains
13747,10387,7385,contains
13748,10461,7386,contains
13749,10462,7387,contains
13750,10463,7388,contains
13751,10464,7389,contains
13752,10465,7390,contains
13753,10466,7391,contains
13754,10467,7392,contains
13755,10390,7393,contains
13756,10468,7394,contains
13757,10468,7395,contains
13758,10469,7396,contains
13759,10470,7397,contains
13760,10471,7398,contains
13761,10472,7399,contains
13762,10473,7400,contains
13763,10474,7401,contains
13764,10475,7402,contains
13765,10475,7403,contains
13766,10476,7404,contains
13767,10477,7405,contains
13768,10478,7406,contains
13769,10479,7407,contains
13770,10480,7408,contains
13771,10388,7409,contains
13772,10481,7410,contains
13773,10481,7411,contains
13774,10384,7412,contains
13775,10384,7413,contains
13776,10384,7414,contains
13777,10482,7415,contains
13778,10483,7416,contains
13779,10484,7417,contains
13780,10485,7418,contains
13781,10486,7419,contains
13782,10385,7420,contains
13783,10487,7421,contains
13784,10488,7422,contains
13785,10489,7423,contains
13786,10490,7424,contains
13787,10372,7425,contains
13788,10491,7426,contains
13789,10491,7427,contains
13790,10491,7428,contains
13791,10491,7429,contains
13792,10492,7430,contains
13793,10493,7431,contains
13794,10389,7432,contains
13795,10494,7433,contains
13796,10495,7434,contains
13797,10496,7435,contains
13798,10497,7436,contains
13799,10498,7437,contains
13800,10499,7438,contains
13801,10500,7439,contains
13802,10501,7440,contains
13803,10502,7441,contains
13804,10503,7442,contains
13805,10504,7443,contains
13806,10505,7444,contains
13807,10506,7445,contains
13808,10391,7446,contains
13809,10391,7447,contains
13810,10391,7448,contains
13811,10507,7449,contains
13812,10507,7450,contains
13813,10508,7451,contains
13814,10509,7452,contains
13815,10510,7453,contains
13816,10511,7454,contains
13817,10512,7455,contains
13818,10513,7456,contains
13819,10514,7457,contains
13820,10515,7458,contains
13821,10516,7459,contains
13822,10517,7460,contains
13823,10518,7461,contains
13824,10519,7462,contains
13825,10520,7463,contains
13826,10521,7464,contains
13827,10522,7465,contains
13828,10523,7466,contains
13829,10524,7467,contains
13830,10525,7468,contains
13831,10526,7469,contains
13832,10527,7470,contains
13833,10528,7471,contains
13834,10529,7472,contains
13835,10530,7473,contains
13836,10345,7474,contains
13837,10531,7475,contains
13838,10532,7476,contains
13839,10533,7478,contains
13840,10555,7481,contains
13841,10555,7482,contains
13842,10555,7483,contains
13843,10556,7484,contains
13844,10557,7485,contains
13845,10558,7486,contains
13846,10559,7487,contains
13847,10560,7488,contains
13848,10561,7489,contains
13849,10562,7490,contains
13850,10563,7491,contains
13851,10564,7492,contains
13852,10566,7494,contains
13853,10565,7493,contains
13854,10567,7495,contains
13855,10569,7496,contains
13856,10570,7497,contains
13857,10571,7498,contains
13858,10572,7499,contains
13859,10573,7500,contains
13860,10574,7501,contains
13861,10575,7502,contains
13862,10576,7503,contains
13863,10577,7504,contains
13864,10578,7505,contains
13865,10579,7506,contains
13866,10580,7507,contains
13867,10581,7508,contains
13868,10349,7509,contains
13869,10583,7510,contains
13870,10595,7511,contains
13871,10598,7512,contains
13872,10348,7513,contains
13873,10348,7514,contains
13874,10606,7515,contains
13875,10606,7516,contains
13876,10612,7518,contains
13877,10613,7519,contains
13878,10614,7520,contains
13879,10615,7521,contains
13880,10616,7522,contains
13881,10617,7523,contains
13882,10618,7524,contains
13883,10619,7525,contains
13884,10620,7526,contains
13885,10621,7527,contains
13886,10621,7528,contains
13887,10622,7529,contains
13888,10623,7530,contains
13889,10624,7532,contains
13890,10624,7531,contains
13891,10624,7534,contains
13892,10624,7533,contains
13893,10625,7535,contains
13894,10626,7536,contains
13895,10627,7537,contains
13896,10628,7538,contains
13897,10629,7539,contains
13898,10630,7540,contains
13899,10631,7541,contains
13900,10606,7542,contains
13901,10640,7542,contains
13902,10641,7543,contains
13903,10641,7544,contains
13904,10641,7545,contains
13905,10641,7546,contains
13906,10650,7547,contains
13907,10654,7548,contains
13908,10660,7549,contains
13909,10668,7550,contains
13910,10668,7551,contains
13911,10673,7552,contains
13912,10673,7553,contains
13913,10677,7556,contains
13914,10678,7557,contains
13915,10679,7558,contains
13916,10680,7559,contains
13917,10681,7560,contains
13918,10681,7561,contains
13919,10681,7562,contains
13920,10681,7563,contains
13921,10682,7565,contains
13922,10684,7566,contains
13923,10685,7567,contains
13924,10686,7568,contains
13925,10687,7569,contains
13926,10688,7570,contains
13927,10689,7571,contains
13928,10690,7572,contains
13929,10691,7573,contains
13930,10692,7574,contains
13931,10693,7575,contains
13932,10694,7576,contains
13933,10695,7577,contains
13934,10697,7578,contains
13935,10698,7579,contains
13936,10699,7580,contains
13937,10700,7581,contains
13938,10701,7582,contains
13939,10702,7583,contains
13940,10703,7584,contains
13941,10704,7586,contains
13942,10705,7587,contains
13943,10706,7588,contains
13944,10707,7589,contains
13945,10708,7590,contains
13946,10709,7591,contains
13947,10710,7592,contains
13948,10711,7593,contains
13949,10712,7594,contains
13950,10713,7595,contains
13951,10716,7596,contains
13952,10714,7597,contains
13953,10715,7598,contains
13954,10717,7599,contains
13955,10718,7600,contains
13956,10719,7601,contains
13957,10720,7602,contains
13958,10721,7603,contains
13959,10722,7604,contains
13960,10723,7605,contains
13961,10724,7606,contains
13962,10725,7607,contains
13963,10726,7608,contains
13964,10727,7609,contains
13965,10728,7610,contains
13966,10729,7611,contains
13967,10730,7612,contains
13968,10731,7613,contains
13969,10732,7614,contains
13970,10733,7615,contains
13971,10734,7616,contains
13972,10735,7617,contains
13973,10736,7618,contains
13974,10737,7619,contains
13975,10737,7620,contains
13976,10737,7621,contains
13977,10737,7622,contains
13978,10737,7623,contains
13979,10737,7624,contains
13980,10738,7625,contains
13981,10739,7626,contains
13982,10740,7627,contains
13983,10741,7628,contains
13984,10742,7629,contains
13985,10743,7630,contains
13986,10744,7631,contains
13987,10745,7632,contains
13988,10746,7633,contains
13989,10747,7634,contains
13990,10748,7635,contains
13991,10749,7636,contains
13992,10750,7637,contains
13993,10751,7638,contains
13994,10752,7639,contains
13995,10753,7640,contains
13996,10753,7641,contains
13997,10754,7642,contains
13998,10755,7643,contains
13999,10756,7644,contains
14000,10757,7645,contains
14001,10759,7646,contains
14002,10760,7647,contains
14003,10761,7648,contains
14004,10762,7649,contains
14005,10763,7650,contains
14006,10764,7651,contains
14007,10765,7652,contains
14008,10765,7653,contains
14009,10765,7654,contains
14010,10765,7655,contains
14011,10766,7656,contains
14012,10767,7657,contains
14013,10768,7658,contains
14014,10768,7659,contains
14015,10768,7660,contains
14016,10769,7661,contains
14017,10770,7662,contains
14018,10771,7663,contains
14019,10772,7664,contains
14020,10773,7665,contains
14021,10773,7666,contains
14022,10774,7667,contains
14023,10775,7668,contains
14024,10776,7669,contains
14025,10777,7670,contains
14026,10778,7671,contains
14027,10780,7673,contains
14028,10781,7680,contains
14029,10781,7681,contains
14030,10781,7682,contains
14031,10781,7683,contains
14032,10781,7684,contains
14033,10781,7686,contains
14034,10781,7685,contains
14035,10781,7687,contains
14036,10776,7674,contains
14037,10776,7675,contains
14038,10776,7676,contains
14039,10776,7679,contains
14040,10776,7678,contains
14041,10776,7688,contains
14042,10776,7689,contains
14043,10776,7690,contains
14044,10776,7691,contains
14045,10776,7677,contains
14046,10782,7692,contains
14047,10783,7693,contains
14048,10785,7695,contains
14049,10786,7696,contains
14050,10788,7697,contains
14051,10789,7698,contains
14052,10790,7699,contains
14053,10790,7700,contains
14054,10790,7701,contains
14055,10790,7702,contains
14056,10791,7703,contains
14057,10792,7704,contains
14058,10793,7707,contains
14059,10793,7706,contains
14060,10793,7705,contains
14061,10696,7708,contains
14062,10339,7219,contains
14063,10342,7709,contains
14064,10340,7218,contains
14065,10794,7710,contains
14066,10795,7711,contains
14067,10420,7333,contains
14068,10656,7712,contains
14069,10796,7713,contains
14070,10796,7714,contains
14071,10796,7715,contains
14072,10796,7716,contains
14073,10796,7717,contains
14074,10796,7718,contains
14075,10796,7719,contains
14076,10797,7720,contains
14077,10798,7721,contains
14078,10799,7722,contains
14079,10800,7723,contains
14080,10534,7724,contains
14081,10546,7725,contains
14082,10801,7726,contains
14083,10781,7727,contains
14084,10802,7728,contains
14085,10802,7729,contains
14086,10802,7730,contains
14087,10802,7731,contains
14088,10802,7732,contains
14089,10802,7733,contains
14090,10802,7734,contains
14091,10802,7735,contains
14092,10802,7736,contains
14093,10803,7737,contains
14094,10804,7738,contains
14095,10805,7740,contains
14096,10806,7741,contains
14097,10807,7742,contains
14098,10808,7743,contains
14099,10809,7744,contains
14100,10802,7745,contains
14101,10810,7746,contains
14102,10811,7747,contains
14103,10812,7748,contains
14104,10812,7749,contains
14105,10813,7750,contains
14106,10812,7751,contains
14107,10814,7752,contains
14108,10814,7753,contains
14109,10814,7754,contains
14110,10814,7755,contains
14111,10814,7756,contains
14112,10814,7757,contains
14113,10814,7758,contains
14114,10659,7759,contains
14115,10815,7760,contains
14116,10816,7761,contains
14117,10818,7763,contains
14118,10819,7764,contains
14119,10820,7765,contains
14120,10821,7766,contains
14121,10822,7767,contains
14122,10823,7768,contains
14123,10824,7769,contains
14124,10825,7770,contains
14125,10826,7771,contains
14126,10827,7772,contains
14127,10828,7773,contains
14128,10829,7774,contains
14129,10830,7775,contains
14130,10831,7776,contains
14131,10831,7777,contains
14132,10833,7778,contains
14133,10834,7779,contains
14134,10835,7780,contains
14135,10836,7781,contains
14136,10837,7782,contains
14137,10838,7783,contains
14138,10830,7784,contains
14139,10839,7785,contains
14140,10840,7786,contains
14141,10841,7787,contains
14142,10842,7788,contains
14143,10842,7789,contains
14144,10843,7790,contains
14145,10844,7791,contains
14146,10845,7792,contains
14147,10338,7216,contains
14148,10675,7555,contains
14149,10846,7793,contains
14150,10847,7794,contains
14151,10848,7795,contains
14152,10849,7796,contains
14153,10850,7797,contains
14154,10851,7798,contains
14155,10852,7799,contains
14156,10853,7800,contains
14157,10854,7801,contains
14158,10855,7802,contains
14159,10856,7803,contains
14160,10857,7804,contains
14161,10858,7805,contains
14162,10859,7806,contains
14163,10860,7807,contains
14164,10861,7808,contains
14165,10862,7809,contains
14166,10863,7810,contains
14167,10864,7811,contains
14168,10865,7812,contains
14169,10866,7813,contains
14170,10867,7814,contains
14171,10868,7815,contains
14172,10869,7816,contains
14173,10870,7817,contains
14174,10871,7818,contains
14175,10872,7819,contains
14176,10873,7820,contains
14177,10874,7821,contains
14178,10875,7822,contains
14179,10876,7823,contains
14180,10878,7824,contains
14181,10879,7825,contains
14182,10880,7826,contains
14183,10881,7827,contains
14184,10882,7828,contains
14185,10883,7829,contains
14186,10884,7830,contains
14187,10885,7831,contains
14188,10886,7832,contains
14189,10887,7833,contains
14190,10888,7834,contains
14191,10889,7835,contains
14192,10890,7836,contains
14193,10891,7837,contains
14194,10892,7838,contains
14195,10893,7839,contains
14196,10894,7840,contains
14197,10895,7841,contains
14198,10896,7842,contains
14199,10897,7843,contains
14200,10898,7844,contains
14201,10899,7845,contains
14202,10900,7846,contains
14203,10901,7847,contains
14204,10902,7848,contains
14205,10903,7849,contains
14206,10904,7850,contains
14207,10905,7851,contains
14208,10906,7852,contains
14209,10907,7853,contains
14210,10908,7854,contains
14211,10909,7855,contains
14212,10910,7856,contains
14213,10911,7857,contains
14214,10912,7858,contains
14215,10913,7859,contains
14216,10914,7860,contains
14217,10915,7861,contains
14218,10916,7862,contains
14219,10917,7863,contains
14220,10918,7864,contains
14221,10919,7865,contains
14222,10920,7866,contains
14223,10921,7867,contains
14224,10922,7868,contains
14225,10923,7869,contains
